"analysis_protocol","method","seed","guide","estimate"
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt130",-0.100107112440258
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt131",-0.0134725512684046
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt132",-0.011788825396442
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt136",-0.0118009233594166
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt138",0.00785321167967535
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt140",-0.178519481858485
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt145",0.0183508655690263
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt146",0.0409476209483083
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt148",0.156111098210546
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt150",0.0388594597929257
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt153",0.100726399322657
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt155",0.00822544109899035
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt156",-0.0545108255692968
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt158",0.099622974597176
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt160",0.0428742659371584
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt161",0.213464213211464
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt163",0.0559997086274085
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt164",-0.0113101222300244
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt165",0.152855394410758
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt166",-0.067122046916379
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt169",0.0975997624043128
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt174",0.072323134305364
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt176",0.00546175308408069
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt177",0.0370112643077328
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt181",-0.0394141446952936
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt182",0.0641347103244868
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt183",0.0704998658393915
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt186",-0.0917179879858201
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt187",-0.0325801494429159
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt190",0.0123694284218836
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt192",0.0574237297734768
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt195",-0.0162806771108707
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt197",-0.0357887530605188
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt198",-0.0157593104596651
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt199",-0.0128337610179457
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt200",-0.133287306878748
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt201",0.0336998701961858
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt202",-0.0339561675770881
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt203",0.0392341656858866
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt205",0.102826965430505
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt206",-0.178109847636061
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt207",-0.00992089075617533
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt208",-0.008870796968245
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt209",-0.068410685060043
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt210",-0.00390770601707553
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt211",0.0614883739624674
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt212",0.00744772422596183
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt215",-0.0499099140244211
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt217",-0.103866761870632
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt218",-0.149257020092991
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt219",-0.0731271815592449
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt222",-0.185177191892854
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt224",0.0235374653655882
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt228",0.00554590155022001
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt229",-0.0719401868215659
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt230",0.0930712383942289
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt232",0.0383042827892696
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt234",0.0782857392628711
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt237",-0.095290604236223
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt238",-0.0653780418752484
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt240",0.0550790331624571
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt245",0.0637779243939617
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt249",-0.0176001031280598
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt252",0.0412298865829953
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt257",-0.0644680528959499
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt258",0.0590658857713195
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt261",0.0348086884644659
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt262",-0.0265538977165959
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt263",-0.106570272797039
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt264",-0.1260990184277
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt266",-0.134372576218403
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt268",-0.0453141177634934
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt270",0.109728287711381
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt273",-0.0992573288332954
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt278",-0.0398120221209655
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt280",-0.0257995686224308
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt287",-0.0464071202532138
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt289",-0.021099348033976
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt291",0.0344714151476858
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt292",0.0383452976049513
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt296",0.122878147134073
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt297",-0.126384735269665
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt298",0.0408112735008423
"simcrispr-interaction-v1","BARCS-original [non-targeting]",20250725,"ntgt300",0.0509974377859252
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt1",-0.0561715754214342
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt4",0.0123450847142289
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt9",0.00666205314126658
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt15",0.0816718362119082
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt17",-0.0532579010456523
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt18",-0.160413735254435
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt19",0.0171564266556969
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt23",-0.0426890510641609
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt24",0.0943565479904385
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt29",0.0312521789875791
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt30",0.00901636870060763
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt31",0.025533285938734
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt34",0.010268206688511
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt35",-0.0352504760976249
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt36",0.000119673620979222
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt41",0.018802513160891
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt42",0.0732414431311867
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt46",-0.0227919928679501
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt47",-0.0114829903257301
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt48",0.0837430944017161
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt49",0.0647824712518388
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt53",0.0583361506106906
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt54",-0.0039144443544112
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt55",-0.176782991577448
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt56",0.0453261461077771
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt57",-0.0321633465903281
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt60",0.015107609685216
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt62",-0.0983834362517391
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt64",-0.00570805577948169
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt66",-0.000100531013914442
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt67",0.0285027682537284
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt68",-0.0809057753952781
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt69",-0.102550415872957
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt73",-0.0500239878025324
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt75",-0.0839801276852471
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt76",0.0507906596505957
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt77",-0.029007613744269
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt78",-0.0754732198117241
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt82",0.00650745246537425
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt83",0.0498101916348473
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt86",0.00860954622969064
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt87",-0.0262776281565847
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt89",-0.0990851930196639
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt90",-0.0881938398088566
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt91",-0.0361601573235935
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt93",-0.0617551960835167
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt96",-0.00743027427915799
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt97",-0.0323830044359148
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt100",-0.0603463874879446
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt101",-0.0248135447014951
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt102",0.0422158380945986
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt103",-0.0805238187979913
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt104",-0.0094700114524643
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt105",0.0397943201796141
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt106",-0.0401228801181478
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt107",-0.0192095681251481
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt108",0.0832835615150244
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt109",0.103138123209595
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt110",-0.0108227672447727
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt114",0.050716085536731
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt121",0.0791789324917945
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt122",0.0328988365529027
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt123",-0.0507852161557986
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt124",0.00324859326173292
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt125",-0.0335428784768996
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt127",-0.102859427688456
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt130",-0.100107112440258
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt131",-0.0134725512684046
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt132",-0.011788825396442
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt136",-0.0118009233594166
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt138",0.00785321167967535
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt140",-0.178519481858485
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt145",0.0183508655690263
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt146",0.0409476209483083
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt148",0.156111098210546
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt150",0.0388594597929257
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt153",0.100726399322657
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt155",0.00822544109899035
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt156",-0.0545108255692968
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt158",0.099622974597176
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt160",0.0428742659371584
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt161",0.213464213211464
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt163",0.0559997086274085
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt164",-0.0113101222300244
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt165",0.152855394410758
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt166",-0.067122046916379
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt169",0.0975997624043128
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt174",0.072323134305364
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt176",0.00546175308408069
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt177",0.0370112643077328
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt181",-0.0394141446952936
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt182",0.0641347103244868
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt183",0.0704998658393915
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt186",-0.0917179879858201
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt187",-0.0325801494429159
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt190",0.0123694284218836
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt192",0.0574237297734768
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt195",-0.0162806771108707
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt197",-0.0357887530605188
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt198",-0.0157593104596651
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt199",-0.0128337610179457
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt200",-0.133287306878748
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt201",0.0336998701961858
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt202",-0.0339561675770881
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt203",0.0392341656858866
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt205",0.102826965430505
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt206",-0.178109847636061
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt207",-0.00992089075617533
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt208",-0.008870796968245
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt209",-0.068410685060043
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt210",-0.00390770601707553
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt211",0.0614883739624674
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt212",0.00744772422596183
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt215",-0.0499099140244211
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt217",-0.103866761870632
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt218",-0.149257020092991
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt219",-0.0731271815592449
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt222",-0.185177191892854
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt224",0.0235374653655882
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt228",0.00554590155022001
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt229",-0.0719401868215659
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt230",0.0930712383942289
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt232",0.0383042827892696
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt234",0.0782857392628711
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt237",-0.095290604236223
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt238",-0.0653780418752484
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt240",0.0550790331624571
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt245",0.0637779243939617
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt249",-0.0176001031280598
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt252",0.0412298865829953
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt257",-0.0644680528959499
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt258",0.0590658857713195
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt261",0.0348086884644659
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt262",-0.0265538977165959
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt263",-0.106570272797039
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt264",-0.1260990184277
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt266",-0.134372576218403
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt268",-0.0453141177634934
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt270",0.109728287711381
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt273",-0.0992573288332954
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt278",-0.0398120221209655
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt280",-0.0257995686224308
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt287",-0.0464071202532138
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt289",-0.021099348033976
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt291",0.0344714151476858
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt292",0.0383452976049513
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt296",0.122878147134073
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt297",-0.126384735269665
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt298",0.0408112735008423
"simcrispr-interaction-v1","BARCS-moderated [non-targeting]",20250725,"ntgt300",0.0509974377859252
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt1",-0.0157742968433632
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt4",0.0542408950645119
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt9",0.0482533824525997
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt15",0.122473832511826
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt17",-0.0112860366554355
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt18",-0.119391897902087
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt19",0.0582016983020839
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt23",-0.000756474006663926
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt24",0.135372507390771
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt29",0.0720191079292575
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt30",0.0506050920426658
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt31",0.0667576241375814
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt34",0.0516585485540502
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt35",0.00633820923280776
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt36",0.0415334750176344
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt41",0.059297343398763
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt42",0.114927220374437
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt46",0.0184151808140364
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt47",0.0304330871523059
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt48",0.125367451508179
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt49",0.106110394291412
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt53",0.0998458349893867
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt54",0.0367282316194481
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt55",-0.135195857744643
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt56",0.0864956525779967
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt57",0.00924209427687545
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt60",0.0563323507389062
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt62",-0.0570638496173842
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt64",0.0355189950878258
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt66",0.0414752255602695
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt67",0.0700907927977515
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt68",-0.0394264455862756
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt69",-0.0609133764033064
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt73",-0.00877853846274953
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt75",-0.0423913410463467
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt76",0.0917835317616629
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt77",0.0123732487998721
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt78",-0.0340469215967289
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt82",0.0478656887859782
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt83",0.0907663028378442
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt86",0.0503389817692738
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt87",0.014100883303234
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt89",-0.0577224716332652
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt90",-0.0471579145201314
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt91",0.00529575432936802
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt93",-0.0209233601746579
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt96",0.0343147841668591
"simcrispr-interaction-v1","BARCS-original [safe-harbor]",20250725,"ntgt97",0.00920705806552781
