guide,gene,control,HAP1_Day00_R1,HAP1_Day00_R2,HAP1_Day14_R1,HAP1_Day14_R2
gL_000009,Hum_XLOC_000006,false,754,1298,1018,427
gL_000012,Hum_XLOC_000008,false,247,485,262,225
gL_000013,Hum_XLOC_000008,false,580,674,694,731
gL_000014,Hum_XLOC_000008,false,776,1129,1338,1018
gL_000015,Hum_XLOC_000008,false,476,539,454,524
gL_000016,Hum_XLOC_000008,false,344,319,539,610
gL_000017,Hum_XLOC_000008,false,699,663,521,775
gL_000018,Hum_XLOC_000016,false,580,886,532,627
gL_000019,Hum_XLOC_000016,false,514,487,762,825
gL_000020,Hum_XLOC_000016,false,1312,1571,2226,1736
gL_000021,Hum_XLOC_000016,false,1032,1186,1070,948
gL_000023,Hum_XLOC_000016,false,817,946,1093,699
gL_000024,Hum_XLOC_000030,false,903,1125,1219,1125
gL_000025,Hum_XLOC_000030,false,939,1118,722,888
gL_000026,Hum_XLOC_000030,false,1123,789,1135,1120
gL_000027,Hum_XLOC_000030,false,1540,1327,1413,1142
gL_000028,Hum_XLOC_000033,false,1209,1037,1420,1222
gL_000030,Hum_XLOC_000033,false,843,536,411,797
gL_000032,Hum_XLOC_000033,false,634,583,751,480
gL_000033,Hum_XLOC_000033,false,1280,1265,1272,1067
gL_000034,Hum_XLOC_000039,false,916,925,647,663
gL_000035,Hum_XLOC_000039,false,560,837,1015,617
gL_000036,Hum_XLOC_000039,false,338,453,480,278
gL_000037,Hum_XLOC_000039,false,838,424,697,973
gL_000039,Hum_XLOC_000039,false,1056,862,675,1338
gL_000040,Hum_XLOC_000053,false,795,988,1072,886
gL_000041,Hum_XLOC_000053,false,942,1165,1413,1698
gL_000042,Hum_XLOC_000057,false,1076,1063,1036,1009
gL_000043,Hum_XLOC_000057,false,1542,1354,1282,1757
gL_000044,Hum_XLOC_000057,false,734,657,412,855
gL_000045,Hum_XLOC_000057,false,828,758,982,794
gL_000046,Hum_XLOC_000057,false,1345,1265,1387,1146
gL_000047,Hum_XLOC_000060,false,1715,1315,2225,1748
gL_000048,Hum_XLOC_000060,false,746,846,622,529
gL_000049,Hum_XLOC_000060,false,1269,746,1066,1356
gL_000050,Hum_XLOC_000060,false,1462,968,1404,1519
gL_000051,Hum_XLOC_000060,false,1140,1170,1159,946
gL_000052,Hum_XLOC_000060,false,1246,1539,1490,1362
gL_000056,Hum_XLOC_000080,false,322,364,222,275
gL_000057,Hum_XLOC_000080,false,514,772,880,654
gL_000058,Hum_XLOC_000080,false,785,909,770,1135
gL_000059,Hum_XLOC_000094,false,678,572,649,605
gL_000060,Hum_XLOC_000094,false,1306,837,726,1300
gL_000061,Hum_XLOC_000094,false,1533,1470,1982,1710
gL_000062,Hum_XLOC_000094,false,1554,1718,2216,1737
gL_000063,Hum_XLOC_000094,false,1371,880,1149,1125
gL_000064,Hum_XLOC_000094,false,405,744,895,543
gL_000065,Hum_XLOC_000100,false,1042,801,1221,1370
gL_000066,Hum_XLOC_000100,false,1009,817,661,981
gL_000067,Hum_XLOC_000100,false,574,714,887,651
gL_000068,Hum_XLOC_000100,false,1502,1221,1185,1393
gL_000069,Hum_XLOC_000100,false,1004,1161,1043,721
gL_000070,Hum_XLOC_000100,false,1395,1333,1327,1357
gL_000071,Hum_XLOC_000105,false,939,767,757,1016
gL_000074,Hum_XLOC_000105,false,1046,640,1183,1024
gL_000075,Hum_XLOC_000107,false,613,607,349,388
gL_000076,Hum_XLOC_000107,false,1000,876,958,1035
gL_000077,Hum_XLOC_000107,false,139,147,100,102
gL_000084,Hum_XLOC_000111,false,1282,1126,797,1059
gL_000085,Hum_XLOC_000111,false,745,870,731,924
gL_000086,Hum_XLOC_000111,false,769,1097,576,879
gL_000087,Hum_XLOC_000111,false,1511,1354,1577,1232
gL_000088,Hum_XLOC_000111,false,1071,1205,975,846
gL_000089,Hum_XLOC_000111,false,1156,966,767,1110
gL_000090,Hum_XLOC_000134,false,1212,1144,1440,1121
gL_000091,Hum_XLOC_000134,false,463,447,360,354
gL_000092,Hum_XLOC_000134,false,262,202,104,260
gL_000093,Hum_XLOC_000134,false,493,367,556,623
gL_000094,Hum_XLOC_000143,false,1542,1242,1245,1288
gL_000095,Hum_XLOC_000143,false,927,978,507,731
gL_000096,Hum_XLOC_000143,false,940,1050,997,1120
gL_000097,Hum_XLOC_000143,false,1319,1203,994,1513
gL_000099,Hum_XLOC_000143,false,601,692,1604,1145
gL_000100,Hum_XLOC_000145,false,313,221,220,350
gL_000101,Hum_XLOC_000145,false,480,405,530,382
gL_000102,Hum_XLOC_000145,false,660,617,805,562
gL_000103,Hum_XLOC_000145,false,578,598,463,599
gL_000104,Hum_XLOC_000145,false,657,858,640,538
gL_000105,Hum_XLOC_000145,false,1242,1140,1021,1549
gL_000106,Hum_XLOC_000149,false,700,897,1186,704
gL_000107,Hum_XLOC_000149,false,889,740,547,980
gL_000108,Hum_XLOC_000149,false,595,412,792,808
gL_000109,Hum_XLOC_000149,false,1083,786,666,1070
gL_000110,Hum_XLOC_000149,false,993,1077,793,745
gL_000111,Hum_XLOC_000149,false,727,634,951,826
gL_000112,Hum_XLOC_000155,false,933,669,400,1107
gL_000113,Hum_XLOC_000155,false,855,741,450,706
gL_000114,Hum_XLOC_000155,false,580,533,693,391
gL_000115,Hum_XLOC_000155,false,889,742,352,716
gL_000116,Hum_XLOC_000155,false,1163,1090,1090,901
gL_000117,Hum_XLOC_000155,false,1249,1348,1022,1045
gL_000118,Hum_XLOC_000169,false,443,399,262,388
gL_000119,Hum_XLOC_000169,false,655,1190,1713,1036
gL_000120,Hum_XLOC_000169,false,910,797,750,1059
gL_000121,Hum_XLOC_000169,false,1231,1213,1135,1045
gL_000122,Hum_XLOC_000169,false,1046,1117,1338,1114
gL_000123,Hum_XLOC_000169,false,715,792,680,795
gL_000124,Hum_XLOC_000170,false,657,617,741,918
gL_000125,Hum_XLOC_000170,false,416,432,694,413
gL_000126,Hum_XLOC_000170,false,967,1020,2565,1722
gL_000127,Hum_XLOC_000170,false,606,730,647,617
gL_000128,Hum_XLOC_000170,false,1174,777,769,916
gL_000129,Hum_XLOC_000194,false,306,368,433,510
gL_000130,Hum_XLOC_000194,false,740,831,1149,1116
gL_000131,Hum_XLOC_000194,false,703,1018,618,733
gL_000132,Hum_XLOC_000194,false,807,543,595,928
gL_000133,Hum_XLOC_000194,false,422,515,432,385
gL_000134,Hum_XLOC_000194,false,430,443,504,635
gL_000136,Hum_XLOC_000201,false,1461,1514,1833,1793
gL_000137,Hum_XLOC_000201,false,794,589,602,584
gL_000138,Hum_XLOC_000201,false,402,350,663,531
gL_000139,Hum_XLOC_000201,false,661,472,392,632
gL_000140,Hum_XLOC_000201,false,601,838,538,424
gL_000141,Hum_XLOC_000231,false,1675,1414,1435,1213
gL_000142,Hum_XLOC_000231,false,1344,1248,795,1549
gL_000143,Hum_XLOC_000231,false,1739,1816,1912,1371
gL_000144,Hum_XLOC_000231,false,1205,1036,1158,1437
gL_000145,Hum_XLOC_000231,false,461,468,666,658
gL_000146,Hum_XLOC_000231,false,541,446,674,633
gL_000147,Hum_XLOC_000233,false,710,496,1256,817
gL_000148,Hum_XLOC_000233,false,785,1037,1466,817
gL_000149,Hum_XLOC_000233,false,1173,797,777,760
gL_000150,Hum_XLOC_000233,false,1148,1195,1607,1476
gL_000151,Hum_XLOC_000233,false,971,887,713,713
gL_000152,Hum_XLOC_000233,false,731,460,355,1058
gL_000165,Hum_XLOC_000245,false,1102,1306,1614,1003
gL_000166,Hum_XLOC_000245,false,648,508,410,459
gL_000167,Hum_XLOC_000245,false,160,268,424,897
gL_000168,Hum_XLOC_000245,false,799,962,1108,1029
gL_000170,Hum_XLOC_000247,false,1452,1124,1228,1475
gL_000171,Hum_XLOC_000247,false,1014,1374,985,1237
gL_000172,Hum_XLOC_000247,false,687,551,628,751
gL_000173,Hum_XLOC_000247,false,577,691,996,538
gL_000174,Hum_XLOC_000247,false,869,854,388,784
gL_000175,Hum_XLOC_000248,false,1179,847,727,1403
gL_000176,Hum_XLOC_000248,false,1102,1050,1238,1019
gL_000178,Hum_XLOC_000248,false,426,509,449,669
gL_000179,Hum_XLOC_000248,false,827,466,747,879
gL_000180,Hum_XLOC_000265,false,980,883,497,830
gL_000181,Hum_XLOC_000265,false,994,1263,807,842
gL_000182,Hum_XLOC_000265,false,735,789,488,619
gL_000183,Hum_XLOC_000265,false,1385,1110,1005,875
gL_000184,Hum_XLOC_000265,false,279,259,180,423
gL_000185,Hum_XLOC_000282,false,649,986,1381,1002
gL_000186,Hum_XLOC_000282,false,864,850,866,800
gL_000187,Hum_XLOC_000282,false,1177,825,766,1268
gL_000188,Hum_XLOC_000282,false,978,808,925,954
gL_000189,Hum_XLOC_000282,false,350,363,282,381
gL_000190,Hum_XLOC_000282,false,540,749,875,911
gL_000191,Hum_XLOC_000286,false,913,1052,1509,936
gL_000192,Hum_XLOC_000286,false,1287,1257,1447,937
gL_000193,Hum_XLOC_000286,false,368,309,456,338
gL_000194,Hum_XLOC_000286,false,356,580,529,352
gL_000195,Hum_XLOC_000286,false,1326,1160,1278,1673
gL_000196,Hum_XLOC_000286,false,675,701,654,655
gL_000197,Hum_XLOC_000292,false,1009,1019,911,1039
gL_000199,Hum_XLOC_000292,false,726,809,883,1368
gL_000204,Hum_XLOC_000307,false,644,727,1073,1446
gL_000205,Hum_XLOC_000307,false,408,477,124,335
gL_000206,Hum_XLOC_000307,false,500,669,489,310
gL_000208,Hum_XLOC_000307,false,822,584,412,824
gL_000210,Hum_XLOC_000308,false,189,238,912,1016
gL_000211,Hum_XLOC_000308,false,1196,881,556,1031
gL_000212,Hum_XLOC_000308,false,398,326,340,594
gL_000213,Hum_XLOC_000308,false,941,1027,657,1128
gL_000214,Hum_XLOC_000308,false,1459,1210,1256,1555
gL_000215,Hum_XLOC_000312,false,1025,661,687,1184
gL_000216,Hum_XLOC_000312,false,1056,996,1456,1290
gL_000217,Hum_XLOC_000312,false,1562,1328,1415,1329
gL_000218,Hum_XLOC_000312,false,1156,902,1145,1441
gL_000219,Hum_XLOC_000312,false,1002,1131,1179,1273
gL_000220,Hum_XLOC_000314,false,1480,937,863,1298
gL_000223,Hum_XLOC_000314,false,874,885,1138,1495
gL_000224,Hum_XLOC_000314,false,173,132,125,324
gL_000225,Hum_XLOC_000314,false,1151,952,699,1238
gL_000226,Hum_XLOC_000317,false,946,743,1010,795
gL_000227,Hum_XLOC_000317,false,710,539,767,885
gL_000228,Hum_XLOC_000317,false,1289,852,935,732
gL_000229,Hum_XLOC_000317,false,1127,1056,1173,1682
gL_000230,Hum_XLOC_000319,false,1189,1078,1400,863
gL_000231,Hum_XLOC_000319,false,735,477,336,804
gL_000232,Hum_XLOC_000319,false,843,820,757,944
gL_000234,Hum_XLOC_000319,false,399,551,612,866
gL_000235,Hum_XLOC_000319,false,2079,1488,1874,2147
gL_000236,Hum_XLOC_000332,false,524,558,891,1045
gL_000237,Hum_XLOC_000332,false,1170,1444,1031,677
gL_000238,Hum_XLOC_000332,false,1130,1161,1280,1458
gL_000239,Hum_XLOC_000332,false,701,697,506,547
gL_000240,Hum_XLOC_000332,false,1040,1310,1898,1350
gL_000241,Hum_XLOC_000332,false,1434,1160,980,1583
gL_000242,Hum_XLOC_000338,false,936,968,476,433
gL_000243,Hum_XLOC_000338,false,915,1159,1543,723
gL_000244,Hum_XLOC_000338,false,581,690,468,459
gL_000245,Hum_XLOC_000338,false,1257,889,1636,1473
gL_000246,Hum_XLOC_000338,false,897,821,523,698
gL_000247,Hum_XLOC_000338,false,1253,1137,914,862
gL_000248,Hum_XLOC_000342,false,1086,1536,989,1245
gL_000250,Hum_XLOC_000342,false,1440,1062,1199,1291
gL_000251,Hum_XLOC_000342,false,978,1002,1615,1083
gL_000252,Hum_XLOC_000342,false,1705,1471,996,1322
gL_000253,Hum_XLOC_000342,false,1576,1438,1426,1413
gL_000254,Hum_XLOC_000345,false,1162,1146,1530,1347
gL_000255,Hum_XLOC_000345,false,1328,1280,1447,1435
gL_000259,Hum_XLOC_000345,false,833,906,934,928
gL_000260,Hum_XLOC_000362,false,1196,895,724,739
gL_000263,Hum_XLOC_000362,false,864,828,1372,919
gL_000264,Hum_XLOC_000362,false,851,727,980,629
gL_000265,Hum_XLOC_000362,false,2160,1569,1732,1916
gL_000266,Hum_XLOC_000377,false,983,906,660,1052
gL_000267,Hum_XLOC_000377,false,710,691,957,1048
gL_000268,Hum_XLOC_000377,false,565,563,652,794
gL_000269,Hum_XLOC_000377,false,915,770,1098,1133
gL_000270,Hum_XLOC_000377,false,854,448,479,733
gL_000272,Hum_XLOC_000390,false,1277,1528,1187,1092
gL_000273,Hum_XLOC_000390,false,420,452,590,1006
gL_000274,Hum_XLOC_000390,false,1619,1279,1094,1544
gL_000275,Hum_XLOC_000390,false,1252,1386,1687,1149
gL_000278,Hum_XLOC_000394,false,1757,1422,2013,1480
gL_000279,Hum_XLOC_000394,false,869,788,819,1025
gL_000280,Hum_XLOC_000394,false,671,843,1063,1106
gL_000281,Hum_XLOC_000394,false,1027,847,731,1256
gL_000282,Hum_XLOC_000411,false,397,429,590,467
gL_000283,Hum_XLOC_000411,false,733,702,999,1000
gL_000284,Hum_XLOC_000411,false,354,332,117,257
gL_000285,Hum_XLOC_000411,false,475,484,272,578
gL_000286,Hum_XLOC_000411,false,249,284,322,331
gL_000287,Hum_XLOC_000411,false,505,626,695,518
gL_000288,Hum_XLOC_000415,false,881,716,628,996
gL_000289,Hum_XLOC_000415,false,910,701,956,941
gL_000290,Hum_XLOC_000415,false,885,626,771,767
gL_000291,Hum_XLOC_000415,false,701,675,892,904
gL_000292,Hum_XLOC_000415,false,971,1192,739,628
gL_000293,Hum_XLOC_000415,false,1097,1152,1516,1439
gL_000294,Hum_XLOC_000430,false,1013,639,501,956
gL_000296,Hum_XLOC_000430,false,750,854,741,698
gL_000297,Hum_XLOC_000430,false,1170,1145,1559,1503
gL_000298,Hum_XLOC_000430,false,284,230,301,326
gL_000299,Hum_XLOC_000430,false,533,524,599,1007
gL_000300,Hum_XLOC_000436,false,1249,871,1060,972
gL_000301,Hum_XLOC_000436,false,735,657,719,565
gL_000302,Hum_XLOC_000436,false,996,1049,794,752
gL_000303,Hum_XLOC_000436,false,695,607,1099,1016
gL_000304,Hum_XLOC_000436,false,1101,975,588,868
gL_000305,Hum_XLOC_000436,false,1100,862,907,811
gL_000306,Hum_XLOC_000437,false,898,766,607,1004
gL_000307,Hum_XLOC_000437,false,1008,1152,913,714
gL_000308,Hum_XLOC_000437,false,1250,1424,861,872
gL_000309,Hum_XLOC_000437,false,932,1125,1213,691
gL_000310,Hum_XLOC_000437,false,1508,1483,1676,1528
gL_000311,Hum_XLOC_000437,false,1235,1137,1043,864
gL_000312,Hum_XLOC_000456,false,742,679,978,1039
gL_000313,Hum_XLOC_000456,false,339,290,430,410
gL_000314,Hum_XLOC_000456,false,116,242,217,123
gL_000315,Hum_XLOC_000456,false,402,397,178,312
gL_000316,Hum_XLOC_000456,false,834,644,900,1021
gL_000317,Hum_XLOC_000456,false,101,155,192,260
gL_000318,Hum_XLOC_000461,false,1389,1621,1741,1542
gL_000319,Hum_XLOC_000461,false,1082,1004,1188,1310
gL_000320,Hum_XLOC_000461,false,578,1091,1168,609
gL_000321,Hum_XLOC_000461,false,970,1122,1251,1046
gL_000323,Hum_XLOC_000461,false,791,982,1231,775
gL_000325,Hum_XLOC_000462,false,776,866,722,860
gL_000326,Hum_XLOC_000462,false,420,431,644,676
gL_000327,Hum_XLOC_000462,false,391,620,737,521
gL_000328,Hum_XLOC_000462,false,689,941,974,483
gL_000329,Hum_XLOC_000462,false,611,538,561,511
gL_000330,Hum_XLOC_000465,false,625,435,355,385
gL_000331,Hum_XLOC_000465,false,392,367,412,755
gL_000332,Hum_XLOC_000465,false,503,468,571,617
gL_000333,Hum_XLOC_000465,false,806,605,697,1041
gL_000334,Hum_XLOC_000465,false,391,367,706,591
gL_000335,Hum_XLOC_000465,false,529,729,1005,640
gL_000336,Hum_XLOC_000472,false,1181,1060,774,815
gL_000337,Hum_XLOC_000472,false,713,876,595,602
gL_000338,Hum_XLOC_000472,false,558,453,534,932
gL_000339,Hum_XLOC_000472,false,312,281,335,431
gL_000340,Hum_XLOC_000472,false,763,838,699,698
gL_000341,Hum_XLOC_000472,false,965,806,930,1215
gL_000343,Hum_XLOC_000474,false,834,606,469,1199
gL_000344,Hum_XLOC_000474,false,997,780,824,1073
gL_000348,Hum_XLOC_000478,false,629,522,617,459
gL_000350,Hum_XLOC_000478,false,516,830,1525,1246
gL_000351,Hum_XLOC_000478,false,704,626,771,989
gL_000352,Hum_XLOC_000478,false,792,580,672,942
gL_000355,Hum_XLOC_000486,false,678,714,1199,958
gL_000357,Hum_XLOC_000486,false,669,955,1208,684
gL_000358,Hum_XLOC_000486,false,439,560,845,351
gL_000359,Hum_XLOC_000490,false,1023,931,779,759
gL_000360,Hum_XLOC_000490,false,1356,1159,1160,1388
gL_000361,Hum_XLOC_000490,false,1079,1167,852,834
gL_000362,Hum_XLOC_000490,false,838,1081,551,635
gL_000363,Hum_XLOC_000490,false,207,285,350,187
gL_000364,Hum_XLOC_000498,false,1129,1363,580,1055
gL_000365,Hum_XLOC_000498,false,582,840,651,557
gL_000366,Hum_XLOC_000498,false,827,667,1061,1019
gL_000367,Hum_XLOC_000498,false,443,826,676,350
gL_000368,Hum_XLOC_000498,false,906,833,651,759
gL_000369,Hum_XLOC_000498,false,940,805,782,891
gL_000370,Hum_XLOC_000500,false,1080,1078,1833,1594
gL_000371,Hum_XLOC_000500,false,862,846,983,1033
gL_000372,Hum_XLOC_000500,false,1304,1073,1116,1362
gL_000373,Hum_XLOC_000500,false,1465,1096,888,970
gL_000374,Hum_XLOC_000510,false,933,1168,1895,1038
gL_000375,Hum_XLOC_000510,false,682,771,905,530
gL_000376,Hum_XLOC_000510,false,361,433,746,519
gL_000377,Hum_XLOC_000510,false,949,856,1187,1216
gL_000378,Hum_XLOC_000510,false,1328,1231,2069,1770
gL_000379,Hum_XLOC_000510,false,1377,961,829,1267
gL_000380,Hum_XLOC_000535,false,1299,1215,1078,972
gL_000381,Hum_XLOC_000535,false,431,674,616,413
gL_000382,Hum_XLOC_000535,false,1217,1115,1180,1272
gL_000383,Hum_XLOC_000535,false,1190,1456,2056,1507
gL_000384,Hum_XLOC_000535,false,1357,1077,677,1151
gL_000385,Hum_XLOC_000540,false,867,1261,1114,688
gL_000386,Hum_XLOC_000540,false,992,868,1006,860
gL_000387,Hum_XLOC_000540,false,1140,1206,1311,1047
gL_000388,Hum_XLOC_000540,false,471,397,651,575
gL_000389,Hum_XLOC_000540,false,997,918,833,1200
gL_000390,Hum_XLOC_000540,false,271,255,185,242
gL_000395,Hum_XLOC_000556,false,823,873,1032,705
gL_000396,Hum_XLOC_000556,false,626,677,947,1002
gL_000397,Hum_XLOC_000574,false,1228,1161,951,1679
gL_000398,Hum_XLOC_000574,false,1301,1302,1062,1973
gL_000399,Hum_XLOC_000574,false,1197,977,1153,1444
gL_000400,Hum_XLOC_000574,false,767,795,422,791
gL_000402,Hum_XLOC_000575,false,1285,1114,1057,925
gL_000403,Hum_XLOC_000575,false,800,533,541,762
gL_000406,Hum_XLOC_000575,false,901,1053,1130,1085
gL_000407,Hum_XLOC_000575,false,805,1046,979,845
gL_000411,Hum_XLOC_000582,false,328,352,554,363
gL_000412,Hum_XLOC_000582,false,1235,1351,1283,1168
gL_000413,Hum_XLOC_000590,false,659,676,526,473
gL_000414,Hum_XLOC_000590,false,1715,1325,1689,1318
gL_000415,Hum_XLOC_000590,false,1124,830,887,1016
gL_000416,Hum_XLOC_000590,false,721,840,888,824
gL_000417,Hum_XLOC_000590,false,859,1240,793,836
gL_000418,Hum_XLOC_000590,false,489,685,560,741
gL_000424,Hum_XLOC_000601,false,1072,732,720,968
gL_000425,Hum_XLOC_000601,false,863,1049,1101,673
gL_000426,Hum_XLOC_000601,false,447,354,397,768
gL_000429,Hum_XLOC_000601,false,479,351,537,661
gL_000430,Hum_XLOC_000604,false,681,710,576,555
gL_000431,Hum_XLOC_000604,false,347,441,613,572
gL_000432,Hum_XLOC_000604,false,345,448,417,329
gL_000433,Hum_XLOC_000604,false,591,510,345,419
gL_000434,Hum_XLOC_000604,false,611,707,1151,836
gL_000435,Hum_XLOC_000604,false,1520,1179,1153,1575
gL_000436,Hum_XLOC_000608,false,632,710,1278,975
gL_000437,Hum_XLOC_000608,false,177,150,185,262
gL_000438,Hum_XLOC_000608,false,881,978,783,762
gL_000439,Hum_XLOC_000608,false,1051,1320,999,861
gL_000440,Hum_XLOC_000608,false,100,88,135,128
gL_000441,Hum_XLOC_000608,false,977,1004,1410,1008
gL_000442,Hum_XLOC_000612,false,621,571,643,631
gL_000443,Hum_XLOC_000612,false,1479,1691,1538,1122
gL_000444,Hum_XLOC_000612,false,1000,814,1335,1229
gL_000446,Hum_XLOC_000612,false,1463,772,724,1433
gL_000447,Hum_XLOC_000636,false,1171,1078,1389,1587
gL_000448,Hum_XLOC_000636,false,926,889,1078,800
gL_000449,Hum_XLOC_000636,false,575,700,891,735
gL_000450,Hum_XLOC_000636,false,693,958,1071,1050
gL_000451,Hum_XLOC_000636,false,1979,1418,1786,1690
gL_000452,Hum_XLOC_000636,false,1437,1275,1021,1219
gL_000453,Hum_XLOC_000638,false,427,615,535,472
gL_000454,Hum_XLOC_000638,false,937,1336,866,405
gL_000456,Hum_XLOC_000638,false,897,896,888,830
gL_000457,Hum_XLOC_000638,false,856,1128,960,751
gL_000458,Hum_XLOC_000638,false,439,432,600,848
gL_000460,Hum_XLOC_000641,false,880,743,569,875
gL_000463,Hum_XLOC_000641,false,1121,1048,687,887
gL_000464,Hum_XLOC_000641,false,923,836,690,801
gL_000465,Hum_XLOC_000655,false,808,681,791,702
gL_000466,Hum_XLOC_000655,false,1204,1096,929,1029
gL_000467,Hum_XLOC_000655,false,810,1012,704,868
gL_000468,Hum_XLOC_000655,false,1143,932,959,912
gL_000469,Hum_XLOC_000655,false,878,1208,895,544
gL_000470,Hum_XLOC_000655,false,636,657,925,612
gL_000471,Hum_XLOC_000668,false,1469,1628,861,1046
gL_000472,Hum_XLOC_000668,false,621,642,539,702
gL_000473,Hum_XLOC_000668,false,657,606,674,801
gL_000474,Hum_XLOC_000668,false,958,975,1188,907
gL_000476,Hum_XLOC_000680,false,1284,1518,1721,1628
gL_000477,Hum_XLOC_000680,false,1406,1143,936,912
gL_000480,Hum_XLOC_000680,false,637,452,545,822
gL_000482,Hum_XLOC_000681,false,1380,997,1181,1170
gL_000483,Hum_XLOC_000681,false,979,1265,1464,664
gL_000484,Hum_XLOC_000681,false,691,793,1438,939
gL_000485,Hum_XLOC_000681,false,421,513,574,529
gL_000486,Hum_XLOC_000681,false,689,537,672,505
gL_000487,Hum_XLOC_000695,false,1063,1361,1642,1357
gL_000488,Hum_XLOC_000695,false,221,224,256,278
gL_000489,Hum_XLOC_000695,false,1042,1315,1921,1544
gL_000490,Hum_XLOC_000695,false,1013,990,984,592
gL_000491,Hum_XLOC_000695,false,804,1219,768,804
gL_000492,Hum_XLOC_000702,false,1045,1006,793,719
gL_000493,Hum_XLOC_000702,false,731,1198,1074,592
gL_000494,Hum_XLOC_000702,false,832,1012,1092,1050
gL_000495,Hum_XLOC_000702,false,1337,918,818,964
gL_000496,Hum_XLOC_000702,false,676,622,449,485
gL_000498,Hum_XLOC_000726,false,449,552,454,334
gL_000499,Hum_XLOC_000726,false,697,892,921,699
gL_000500,Hum_XLOC_000726,false,251,307,403,333
gL_000501,Hum_XLOC_000726,false,1128,737,1311,1299
gL_000502,Hum_XLOC_000726,false,1163,1203,1174,1346
gL_000503,Hum_XLOC_000726,false,662,444,320,698
gL_000504,Hum_XLOC_000727,false,946,1005,865,789
gL_000505,Hum_XLOC_000727,false,681,753,988,846
gL_000509,Hum_XLOC_000758,false,1152,889,741,645
gL_000510,Hum_XLOC_000758,false,645,600,883,858
gL_000511,Hum_XLOC_000758,false,1281,1047,909,1100
gL_000512,Hum_XLOC_000758,false,750,668,582,981
gL_000513,Hum_XLOC_000758,false,1137,1218,756,915
gL_000515,Hum_XLOC_000773,false,357,625,579,356
gL_000516,Hum_XLOC_000773,false,1110,1189,1380,1157
gL_000517,Hum_XLOC_000773,false,1094,1010,690,619
gL_000518,Hum_XLOC_000773,false,1287,1639,1315,1308
gL_000519,Hum_XLOC_000774,false,895,794,602,501
gL_000520,Hum_XLOC_000774,false,718,672,764,517
gL_000521,Hum_XLOC_000774,false,743,819,725,704
gL_000522,Hum_XLOC_000774,false,1187,1141,1411,1200
gL_000523,Hum_XLOC_000774,false,548,569,549,652
gL_000524,Hum_XLOC_000797,false,300,298,456,438
gL_000525,Hum_XLOC_000797,false,602,565,607,735
gL_000526,Hum_XLOC_000797,false,669,570,530,790
gL_000529,Hum_XLOC_000799,false,1328,1508,1814,1400
gL_000530,Hum_XLOC_000799,false,1138,1122,1104,1064
gL_000531,Hum_XLOC_000799,false,338,492,513,456
gL_000532,Hum_XLOC_000799,false,1073,1135,1184,1118
gL_000533,Hum_XLOC_000799,false,881,870,675,967
gL_000534,Hum_XLOC_000799,false,1372,1359,1342,1398
gL_000535,Hum_XLOC_000800,false,783,785,876,728
gL_000536,Hum_XLOC_000800,false,778,657,346,614
